2.674300000000000010e-01 2.552400000000000224e-01 2.094300000000000050e-01 2.114399999999999949e-04 2.114399999999999949e-04 2.114399999999999949e-04 2.114399999999999949e-04 2.668499999999999761e-01 2.114399999999999949e-04
1.641400000000000081e-01 2.016699999999999882e-01 2.026499999999999968e-01 1.914200000000000070e-04 1.914200000000000070e-04 1.914200000000000070e-04 1.914200000000000070e-04 2.053899999999999892e-01 2.253900000000000070e-01
9.985500000000000487e-01 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04
2.189399999999999957e-01 2.011600000000000055e-01 1.937700000000000099e-04 1.937700000000000099e-04 1.733699999999999963e-01 1.716999999999999915e-01 2.340500000000000080e-01 1.937700000000000099e-04 1.937700000000000099e-04
2.577999999999999736e-01 2.282700000000000007e-01 2.360500000000000098e-01 2.038300000000000051e-04 2.038300000000000051e-04 2.038300000000000051e-04 2.768599999999999950e-01 2.038300000000000051e-04 2.038300000000000051e-04
3.749399999999999955e-01 2.623600000000000021e-04 2.623600000000000021e-04 2.623600000000000021e-04 2.623600000000000021e-04 2.623600000000000021e-04 3.040499999999999869e-01 3.194299999999999917e-01 2.623600000000000021e-04
1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 9.985500000000000487e-01 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04
2.051499999999999992e-04 2.101999999999999980e-01 2.397299999999999986e-01 2.051499999999999992e-04 2.051499999999999992e-04 2.051499999999999992e-04 2.733999999999999764e-01 2.756399999999999961e-01 2.051499999999999992e-04
5.523400000000000531e-01 4.452999999999999736e-01 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04
2.534699999999999974e-04 3.042699999999999849e-01 2.534699999999999974e-04 2.534699999999999974e-04 2.534699999999999974e-04 2.534699999999999974e-04 3.297300000000000231e-01 3.644800000000000262e-01 2.534699999999999974e-04
2.604199999999999766e-04 3.105999999999999872e-01 2.604199999999999766e-04 2.604199999999999766e-04 2.604199999999999766e-04 3.851600000000000024e-01 2.604199999999999766e-04 2.604199999999999766e-04 3.026800000000000046e-01
2.006900000000000047e-04 2.248199999999999921e-01 2.400700000000000056e-01 2.006900000000000047e-04 5.339099999999999957e-01 2.006900000000000047e-04 2.006900000000000047e-04 2.006900000000000047e-04 2.006900000000000047e-04
2.152900000000000091e-01 2.041999999999999926e-01 1.942199999999999938e-04 1.942199999999999938e-04 1.741499999999999992e-01 1.900300000000000045e-01 2.155600000000000016e-01 1.942199999999999938e-04 1.942199999999999938e-04
1.719799999999999940e-01 1.759600000000000053e-01 1.842400000000000114e-04 1.993399999999999894e-01 1.842400000000000114e-04 1.842400000000000114e-04 2.409000000000000030e-01 2.110799999999999899e-01 1.842400000000000114e-04
2.237700000000000073e-04 2.425299999999999956e-01 2.237700000000000073e-04 2.237700000000000073e-04 2.237700000000000073e-04 2.237700000000000073e-04 2.237700000000000073e-04 7.559099999999999708e-01 2.237700000000000073e-04
2.494899999999999982e-04 3.090999999999999859e-01 2.494899999999999982e-04 2.494899999999999982e-04 3.553200000000000247e-01 3.340899999999999981e-01 2.494899999999999982e-04 2.494899999999999982e-04 2.494899999999999982e-04
9.985500000000000487e-01 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04
1.160299999999999943e-01 1.458500000000000074e-01 1.269200000000000050e-01 1.662300000000000127e-04 1.228500000000000009e-01 1.662300000000000127e-04 1.250600000000000045e-01 1.916299999999999948e-01 1.713300000000000101e-01
2.700900000000000111e-04 3.140899999999999803e-01 2.700900000000000111e-04 2.700900000000000111e-04 2.700900000000000111e-04 3.140499999999999958e-01 3.702400000000000135e-01 2.700900000000000111e-04 2.700900000000000111e-04
2.597899999999999775e-04 3.043899999999999939e-01 3.090800000000000214e-01 2.597899999999999775e-04 2.597899999999999775e-04 2.597899999999999775e-04 2.597899999999999775e-04 3.849799999999999889e-01 2.597899999999999775e-04
9.985500000000000487e-01 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04
1.761999999999999955e-01 2.086899999999999866e-01 1.801099999999999923e-01 1.943100000000000014e-04 2.429800000000000015e-01 1.943100000000000014e-04 1.943100000000000014e-04 1.943100000000000014e-04 1.912399999999999933e-01
1.789199999999999957e-01 1.829999999999999960e-01 1.754900000000000071e-01 2.064699999999999869e-01 1.954699999999999971e-04 1.954699999999999971e-04 2.553300000000000014e-01 1.954699999999999971e-04 1.954699999999999971e-04
1.925300000000000015e-04 1.968399999999999872e-01 2.098700000000000010e-01 1.925300000000000015e-04 1.925300000000000015e-04 1.925300000000000015e-04 1.801300000000000123e-01 2.418599999999999917e-01 1.705399999999999971e-01
1.757100000000000051e-01 1.777799999999999936e-01 1.909100000000000001e-04 2.287099999999999966e-01 1.909100000000000001e-04 1.909100000000000001e-04 2.508299999999999974e-01 1.662099999999999966e-01 1.909100000000000001e-04
2.721700000000000230e-01 2.284200000000000119e-01 2.079600000000000079e-04 2.092499999999999916e-01 2.079600000000000079e-04 2.079600000000000079e-04 2.891199999999999881e-01 2.079600000000000079e-04 2.079600000000000079e-04
5.523400000000000531e-01 4.452999999999999736e-01 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04
1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 9.985500000000000487e-01 1.814200000000000079e-04
2.448099999999999998e-01 2.539399999999999991e-01 2.460900000000000032e-01 2.090899999999999920e-04 2.090899999999999920e-04 2.090899999999999920e-04 2.541100000000000025e-01 2.090899999999999920e-04 2.090899999999999920e-04
9.985500000000000487e-01 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04
9.985500000000000487e-01 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04 1.814200000000000079e-04
4.452999999999999736e-01 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 3.359200000000000228e-04 5.523500000000000076e-01 3.359200000000000228e-04
