0.21275,0.18681,0.15567,0.14603,0.14603,0.15271
0.23429,0.19755,0.12898,0.1502,0.14449,0.14449
0.22604,0.18987,0.15371,0.13562,0.15642,0.13834
0.46578,0.10741,0.11977,0.10456,0.097909,0.10456
0.45642,0.11246,0.13402,0.096532,0.10028,0.10028
0.42528,0.12177,0.12823,0.11347,0.10148,0.10978
0.46948,0.1061,0.11831,0.10329,0.10329,0.099531
0.090735,0.25559,0.099042,0.15272,0.20831,0.19361
0.078947,0.28177,0.093068,0.16752,0.20475,0.17394
0.078806,0.23881,0.11164,0.15522,0.22507,0.19045
0.083851,0.25652,0.1,0.13043,0.23665,0.19255
0.15379,0.11191,0.35884,0.11913,0.10469,0.15162
0.13776,0.12117,0.31696,0.11097,0.11543,0.1977
0.14774,0.12585,0.33789,0.11696,0.11286,0.15869
0.092543,0.13515,0.10453,0.30493,0.251,0.11185
0.091772,0.17975,0.10633,0.25696,0.24494,0.12025
0.097194,0.14579,0.10609,0.28474,0.24504,0.12115
0.08046,0.1341,0.11558,0.22478,0.30077,0.14432
0.090672,0.12198,0.12655,0.23549,0.29876,0.12655
0.16311,0.16699,0.16893,0.12751,0.1877,0.18576
0.080906,0.16019,0.19795,0.15264,0.20334,0.20496
0.093023,0.15725,0.19989,0.16058,0.21262,0.17663
0.23488,0.16744,0.15969,0.15039,0.14264,0.14496
0.23222,0.15863,0.17416,0.14473,0.13737,0.1529
0.2446,0.14708,0.18305,0.14149,0.13669,0.14708
0.37586,0.11558,0.19606,0.099315,0.10531,0.10788
0.39002,0.10548,0.20033,0.10303,0.10057,0.10057
0.37541,0.12052,0.17834,0.10505,0.10749,0.11319
0.37523,0.15642,0.13222,0.1108,0.10521,0.12011
0.08414,0.24031,0.10169,0.13257,0.22276,0.21852
0.081818,0.26818,0.11494,0.15584,0.2013,0.17792
0.10673,0.23571,0.11055,0.15375,0.20076,0.1925
0.20812,0.1124,0.33938,0.11022,0.11022,0.11965
0.21277,0.13759,0.30851,0.11915,0.10993,0.11206
0.19509,0.13072,0.31453,0.11148,0.11347,0.1347
0.099487,0.12195,0.13479,0.27728,0.25032,0.11617
0.10563,0.1246,0.10753,0.29096,0.25933,0.11195
0.085752,0.11214,0.11214,0.28364,0.29222,0.11412
0.083677,0.20919,0.12552,0.15616,0.24691,0.17855
0.077664,0.13606,0.12824,0.19988,0.28537,0.17279
0.088294,0.12977,0.12977,0.16856,0.31304,0.17057
0.072408,0.2282,0.20022,0.10806,0.15743,0.23368
0.072717,0.19278,0.17813,0.10936,0.22886,0.21815
0.073662,0.15898,0.22734,0.12295,0.1982,0.21887
0.14071,0.14754,0.29303,0.10997,0.14344,0.1653
0.20894,0.22899,0.1118,0.14649,0.1542,0.14958
0.20619,0.20166,0.14124,0.14879,0.15106,0.15106
0.23507,0.19007,0.13499,0.15516,0.1474,0.13732
0.42461,0.12045,0.11179,0.11438,0.11179,0.11698
0.42832,0.12566,0.11947,0.10885,0.10885,0.10885
0.44313,0.12011,0.12011,0.10828,0.10282,0.10555
0.10623,0.33773,0.11136,0.11355,0.15604,0.17509
0.11,0.284,0.118,0.12933,0.174,0.18467
0.109,0.3038,0.094937,0.12025,0.19269,0.17932
0.17791,0.11119,0.34935,0.11836,0.11334,0.12984
0.20821,0.11246,0.33815,0.10562,0.1079,0.12766
0.15836,0.12197,0.32817,0.12197,0.11523,0.15431
0.085797,0.15573,0.11175,0.34174,0.20476,0.10022
0.11974,0.16108,0.10335,0.29437,0.2067,0.11475
0.10098,0.15114,0.10945,0.31075,0.20586,0.12182
0.077231,0.1659,0.14016,0.1516,0.27517,0.18993
0.069368,0.13076,0.14549,0.186,0.28422,0.18416
0.068677,0.1675,0.14573,0.15299,0.25963,0.20547
0.068069,0.23575,0.17488,0.11787,0.18041,0.22302
0.066211,0.22018,0.19653,0.1135,0.17972,0.22386
0.075483,0.20597,0.20363,0.11878,0.20012,0.19602
0.067433,0.16362,0.23628,0.1333,0.18035,0.21903
0.16868,0.15582,0.13918,0.2171,0.17776,0.14145
0.1771,0.17023,0.12824,0.20458,0.17939,0.14046
0.15761,0.1677,0.13043,0.21817,0.18556,0.14053
0.42462,0.12309,0.10496,0.11355,0.12023,0.11355
0.37145,0.13121,0.14628,0.11436,0.11702,0.11968
0.097819,0.27958,0.12161,0.16854,0.1811,0.15135
0.091731,0.27519,0.1124,0.16279,0.19767,0.16021
0.094448,0.24888,0.11295,0.17932,0.20996,0.15444
0.14347,0.12697,0.33572,0.12984,0.11836,0.14562
0.14151,0.12399,0.30863,0.14757,0.13679,0.14151
0.16274,0.12374,0.31876,0.13046,0.12576,0.13853
0.09626,0.1295,0.11981,0.31717,0.22091,0.11634
0.096939,0.16454,0.11097,0.29209,0.23278,0.10268
0.091302,0.15299,0.1351,0.27637,0.21098,0.13325
0.082873,0.13444,0.13689,0.2081,0.27931,0.15838
0.082267,0.14138,0.12005,0.24558,0.26752,0.14321
0.087093,0.15351,0.10464,0.2688,0.25439,0.13158
0.08776,0.13048,0.25693,0.18245,0.17494,0.16744
0.091425,0.13572,0.22544,0.18115,0.21068,0.15559
0.085352,0.13326,0.22026,0.19714,0.19548,0.1685
0.24614,0.18846,0.14379,0.14135,0.14379,0.13647
0.26468,0.1794,0.14803,0.13516,0.13516,0.13757
0.25561,0.18109,0.13702,0.14984,0.13942,0.13702
0.38406,0.13876,0.12981,0.12444,0.1128,0.11012
0.37457,0.12116,0.17918,0.11263,0.10751,0.10495
0.35997,0.12457,0.15808,0.12199,0.11598,0.11942
0.15072,0.2841,0.12585,0.13338,0.13338,0.17257
0.19558,0.21136,0.14274,0.15536,0.14984,0.14511
0.14246,0.24421,0.13614,0.13123,0.15158,0.19439
0.19184,0.11811,0.35361,0.10594,0.10379,0.1267
0.21324,0.1125,0.35294,0.10515,0.10074,0.11544
0.18365,0.12266,0.34234,0.11435,0.10534,0.13167
0.20303,0.17197,0.14411,0.17197,0.15446,0.15446
0.15785,0.17807,0.12519,0.21073,0.18274,0.14541
0.10553,0.18844,0.11558,0.19912,0.22927,0.16206
0.18139,0.18139,0.12024,0.15625,0.2106,0.15014
0.1987,0.15734,0.12328,0.17518,0.21168,0.13382
0.089959,0.20952,0.21184,0.10679,0.15728,0.22461
0.15297,0.15297,0.25651,0.12959,0.15498,0.15297
0.12838,0.13716,0.30541,0.12635,0.12635,0.17635
0.22428,0.20495,0.13457,0.14462,0.14695,0.14462
0.28928,0.18204,0.12884,0.13965,0.12884,0.13134
0.24088,0.19384,0.13869,0.1468,0.13058,0.14923
0.41054,0.11989,0.14351,0.099909,0.11444,0.11172
0.36517,0.13609,0.12003,0.12511,0.12849,0.12511
0.41555,0.11796,0.12958,0.10634,0.11528,0.11528
0.10877,0.27884,0.1147,0.14041,0.18062,0.17666
0.09514,0.30938,0.1102,0.12115,0.18549,0.17864
0.086124,0.33083,0.11278,0.14559,0.17225,0.15243
0.10862,0.13872,0.29162,0.11806,0.14876,0.19421
0.1556,0.11066,0.33333,0.1214,0.12743,0.15158
0.11832,0.13393,0.29429,0.12793,0.14354,0.18198
0.084906,0.12601,0.09973,0.31536,0.26954,0.10445
0.072041,0.18982,0.086907,0.23613,0.25843,0.15666
0.069041,0.16603,0.11123,0.23836,0.2526,0.16274
0.074689,0.14701,0.13397,0.21814,0.27327,0.15293
0.079518,0.18675,0.14639,0.13614,0.26446,0.18675
0.094706,0.14824,0.13471,0.15765,0.27706,0.18765
0.063963,0.21113,0.21321,0.12064,0.16953,0.22153
0.066733,0.16411,0.22986,0.11962,0.19624,0.22343
0.081515,0.20953,0.16303,0.124,0.18886,0.23307
0.1859,0.18349,0.15785,0.16506,0.15785,0.14984
0.17312,0.19373,0.1385,0.18384,0.15664,0.15416
0.15625,0.18906,0.13359,0.17656,0.18359,0.16094
0.27896,0.20555,0.13132,0.12643,0.12643,0.13132
0.32515,0.16681,0.1287,0.12024,0.12278,0.13633
0.35944,0.15753,0.12359,0.10966,0.11488,0.1349
0.087379,0.23625,0.10227,0.19417,0.22977,0.15016
0.097125,0.24537,0.099042,0.16677,0.22684,0.16486
0.096085,0.25267,0.096085,0.17651,0.21779,0.16085
0.17549,0.15947,0.25139,0.12117,0.1351,0.15738
0.12058,0.17366,0.27916,0.11599,0.13958,0.17104
0.12961,0.17434,0.29276,0.125,0.11908,0.15921
0.083836,0.19481,0.10314,0.2509,0.23522,0.13209
0.099862,0.16185,0.10882,0.29132,0.2135,0.12466
0.10625,0.18897,0.11701,0.24277,0.20847,0.13652
0.080921,0.17307,0.13585,0.16539,0.24808,0.19669
0.088361,0.19866,0.10786,0.17307,0.26325,0.1688
0.080742,0.19318,0.090909,0.20275,0.26256,0.16986
0.095238,0.23139,0.14487,0.15895,0.16633,0.20322
0.11757,0.21351,0.15676,0.16351,0.16757,0.18108
0.1173,0.21604,0.16899,0.13254,0.16236,0.20278
0.12568,0.15642,0.25342,0.16052,0.15847,0.14549
0.13324,0.19705,0.17672,0.1676,0.16269,0.16269
0.14831,0.15042,0.25494,0.15254,0.14831,0.14548
0.37746,0.13237,0.12126,0.12126,0.12383,0.12383
0.35783,0.13419,0.1262,0.13179,0.1238,0.1262
0.37599,0.12708,0.12971,0.12708,0.12445,0.11569
0.068273,0.24957,0.10499,0.16466,0.21629,0.19621
0.073043,0.24696,0.11014,0.16638,0.20928,0.1942
0.077179,0.24542,0.10772,0.1538,0.20433,0.21155
0.10473,0.15089,0.2787,0.1432,0.15266,0.16982
0.12492,0.1222,0.32858,0.14664,0.12899,0.14868
0.11903,0.11903,0.32347,0.1345,0.1345,0.16947
0.085802,0.18519,0.11543,0.23704,0.23519,0.14136
0.094329,0.18641,0.11791,0.23021,0.21898,0.15216
0.086121,0.19207,0.114,0.21809,0.24411,0.1456
0.087192,0.184,0.096212,0.19663,0.26939,0.16657
0.064088,0.22265,0.11602,0.19448,0.2442,0.15856
0.063401,0.19308,0.13372,0.19135,0.26052,0.15793
0.072094,0.18645,0.12244,0.19018,0.27035,0.15848
0.063095,0.15173,0.20981,0.14722,0.22283,0.20531
0.063841,0.1765,0.16255,0.18884,0.22318,0.18509
0.066993,0.17211,0.14924,0.19336,0.23366,0.18464
0.22118,0.20093,0.14564,0.1433,0.14564,0.1433
0.25227,0.19126,0.12531,0.15169,0.14097,0.1385
0.27654,0.17691,0.13222,0.14991,0.14153,0.12291
0.40678,0.14313,0.11864,0.1064,0.1064,0.11864
0.39295,0.14905,0.10208,0.10208,0.11382,0.14002
0.38837,0.14153,0.12805,0.10868,0.1112,0.12216
0.12454,0.30393,0.10749,0.12898,0.16531,0.16976
0.10571,0.30214,0.10357,0.13143,0.18,0.17714
0.10813,0.25991,0.1041,0.15782,0.20349,0.16655
0.09301,0.15614,0.25986,0.11838,0.16178,0.21082
0.13303,0.13303,0.30013,0.12254,0.12713,0.18414
0.10701,0.15236,0.28839,0.12273,0.12878,0.20073
0.083431,0.18743,0.104,0.23854,0.23502,0.15159
0.091088,0.16907,0.11402,0.27064,0.22805,0.12713
0.10403,0.14497,0.11879,0.27919,0.22282,0.1302
0.085933,0.11521,0.1394,0.20115,0.30617,0.15213
0.094168,0.1452,0.14095,0.19623,0.2825,0.14095
0.08354,0.1479,0.11757,0.19183,0.28156,0.1776
0.07933,0.17095,0.1838,0.14078,0.2324,0.19274
0.084499,0.16142,0.1824,0.1352,0.25583,0.18065
0.076014,0.1723,0.18863,0.13457,0.23592,0.19257
0.21806,0.17087,0.131,0.17819,0.16517,0.1367
0.20099,0.16207,0.13234,0.18754,0.17339,0.14367
0.20116,0.14524,0.13362,0.16848,0.16195,0.18954
0.43522,0.12318,0.12956,0.1031,0.1031,0.10584
0.42043,0.13291,0.11664,0.11121,0.11935,0.099458
0.38621,0.12241,0.12759,0.11379,0.13362,0.11638
0.095358,0.25282,0.11104,0.16625,0.19009,0.18444
0.086345,0.25033,0.093039,0.2008,0.2162,0.15328
0.10714,0.19799,0.11529,0.21805,0.19987,0.16165
0.32604,0.1117,0.25057,0.10189,0.10491,0.10491
0.18381,0.099451,0.31001,0.13032,0.13923,0.13717
0.17023,0.1104,0.31909,0.14031,0.13105,0.12892
0.078496,0.16821,0.1062,0.29354,0.24077,0.1128
0.096282,0.1587,0.11089,0.30013,0.22045,0.11355
0.086899,0.17182,0.10599,0.29493,0.21264,0.12772
0.083863,0.1925,0.10038,0.23189,0.27255,0.11881
0.087508,0.19252,0.10923,0.19071,0.25287,0.16717
0.087355,0.17532,0.10812,0.26451,0.23641,0.12828
0.083593,0.13915,0.21288,0.16407,0.19782,0.20249
0.087683,0.1618,0.1952,0.16649,0.18685,0.20198
0.0839,0.18481,0.19218,0.15363,0.17347,0.21202
