0.29511,0.3355,0.3694
0.26411,0.36967,0.36622
0.34291,0.45931,0.19779
0.32626,0.31471,0.35902
0.31304,0.308,0.37896
0.35954,0.43393,0.20653
0.23772,0.34993,0.41235
0.31171,0.45772,0.23057
0.28953,0.34272,0.36775
0.38177,0.3386,0.27963
0.29259,0.25434,0.45307
0.32258,0.21412,0.4633
0.39825,0.50567,0.096079
0.36767,0.31677,0.31556
0.38475,0.27819,0.33706
0.36551,0.24389,0.3906
0.31841,0.29997,0.38162
0.38307,0.42595,0.19098
0.41744,0.41744,0.16512
0.3995,0.42508,0.17542
0.35518,0.31211,0.33271
0.39509,0.31473,0.29018
0.33029,0.35005,0.31967
0.29893,0.20407,0.497
0.33229,0.31676,0.35095
0.33898,0.43724,0.22378
0.22757,0.3124,0.46004
0.37921,0.33665,0.28414
0.27794,0.19588,0.52619
0.25634,0.25459,0.48907
0.37762,0.3974,0.22499
0.36166,0.28791,0.35043
0.34812,0.32594,0.32594
0.35824,0.28527,0.35649
0.28382,0.31978,0.3964
0.2984,0.4088,0.2928
0.31148,0.2578,0.43072
0.31947,0.27401,0.40653
0.36358,0.2923,0.34412
0.33718,0.33371,0.32911
0.29753,0.29753,0.40494
0.26568,0.27874,0.45557
0.35567,0.21694,0.42739
0.35326,0.31454,0.3322
0.34017,0.36038,0.29945
0.28658,0.30411,0.40931
0.31741,0.29051,0.39207
0.30507,0.318,0.37693
0.35494,0.30662,0.33844
0.30414,0.28749,0.40837
0.28368,0.17973,0.53659
0.29812,0.25579,0.44608
0.35294,0.3774,0.26966
0.35013,0.45304,0.19683
0.32064,0.30029,0.37907
0.33347,0.25902,0.40751
0.30236,0.26877,0.42888
0.31587,0.31412,0.37001
0.38485,0.3786,0.23654
0.37696,0.47166,0.15138
0.31445,0.21579,0.46976
0.34523,0.19254,0.46223
0.4162,0.47372,0.11008
0.36308,0.25789,0.37903
0.33449,0.26614,0.39936
0.36432,0.3487,0.28697
0.30536,0.34229,0.35236
0.33863,0.29407,0.3673
0.30043,0.3034,0.39617
0.36889,0.28285,0.34825
0.26857,0.30383,0.42761
0.2807,0.45455,0.26476
0.38799,0.46028,0.15173
0.26777,0.30542,0.4268
0.36966,0.4936,0.13674
0.32182,0.40219,0.27599
0.30206,0.33849,0.35945
0.40033,0.39468,0.20499
0.38592,0.34558,0.26851
0.27113,0.33687,0.392
0.2988,0.32595,0.37524
0.3611,0.36063,0.27826
0.31491,0.31491,0.37018
0.31602,0.35894,0.32504
0.31825,0.35657,0.32518
0.3833,0.3919,0.2248
0.30878,0.38146,0.30976
0.3293,0.44754,0.22316
0.33649,0.39772,0.26578
0.30306,0.36447,0.33248
0.41124,0.24696,0.3418
0.37562,0.29639,0.32799
0.29898,0.3305,0.37052
0.31403,0.25436,0.4316
0.3431,0.34964,0.30726
0.2816,0.24422,0.47418
0.39491,0.33194,0.27314
0.29339,0.28454,0.42207
0.32425,0.2599,0.41585
0.32597,0.2455,0.42853
0.30713,0.39677,0.2961
0.35943,0.47418,0.16639
0.35202,0.3026,0.34538
0.3264,0.31841,0.35519
0.31088,0.33415,0.35497
0.39554,0.42787,0.17659
0.42367,0.39326,0.18307
0.32732,0.27118,0.4015
0.35897,0.40371,0.23731
0.38358,0.29541,0.32102
0.34671,0.33288,0.32042
0.39987,0.31383,0.2863
0.34927,0.30316,0.34757
0.26765,0.2766,0.45575
0.3726,0.35081,0.27659
0.33678,0.34145,0.32177
0.29376,0.29472,0.41152
0.32595,0.29793,0.37613
0.3211,0.34176,0.33714
0.24438,0.45882,0.2968
0.24123,0.31004,0.44873
0.31445,0.38754,0.29802
0.33992,0.47193,0.18815
0.39434,0.60566,0
0.44278,0.50325,0.053966
0.29416,0.27932,0.42652
0.40053,0.36861,0.23087
0.33423,0.34621,0.31956
0.36849,0.31156,0.31995
0.35511,0.46354,0.18135
0.35133,0.22446,0.42421
0.32033,0.33095,0.34871
0.35123,0.26232,0.38644
0.31757,0.33811,0.34432
0.35391,0.46845,0.17764
0.40889,0.2525,0.33862
0.24697,0.19721,0.55583
0.27446,0.22613,0.4994
0.3559,0.26505,0.37905
0.32577,0.29419,0.38004
0.3154,0.34993,0.33467
0.29539,0.32928,0.37533
0.31439,0.33276,0.35285
0.3341,0.35319,0.31271
0.38149,0.42212,0.19639
0.3274,0.24439,0.42821
0.32742,0.29204,0.38055
0.30649,0.39347,0.30004
0.32828,0.38185,0.28986
0.31674,0.32853,0.35473
0.29713,0.47098,0.23189
0.33713,0.36855,0.29433
0.33014,0.22097,0.44889
0.3314,0.37283,0.29577
0.38292,0.41758,0.19949
0.351,0.34015,0.30884
0.31239,0.26462,0.42299
0.35537,0.31979,0.32484
0.32594,0.42579,0.24827
0.34148,0.40631,0.25221
0.3425,0.24976,0.40773
0.28721,0.38011,0.33269
0.32901,0.34629,0.3247
0.32448,0.28624,0.38928
0.29866,0.24298,0.45836
0.28889,0.38526,0.32586
0.32239,0.3722,0.30541
0.34438,0.42552,0.2301
0.34483,0.39386,0.26132
0.37064,0.32346,0.3059
0.35909,0.35909,0.28182
0.39403,0.41658,0.18939
0.33987,0.36705,0.29309
0.3113,0.35069,0.33801
0.29779,0.38033,0.32188
0.3492,0.32014,0.33066
0.32899,0.38752,0.28349
0.30214,0.33038,0.36748
0.27753,0.18649,0.53598
0.36303,0.24027,0.3967
0.32812,0.12331,0.54857
0.30416,0.40432,0.29152
0.39517,0.46479,0.14004
0.33558,0.34576,0.31866
0.34773,0.34773,0.30454
0.26106,0.19689,0.54205
0.30809,0.27657,0.41534
0.32448,0.36221,0.31332
0.33276,0.34706,0.32018
0.37674,0.37262,0.25065
0.32098,0.38158,0.29743
0.34525,0.28624,0.36851
0.3585,0.45051,0.191
0.36207,0.28914,0.3488
0.32923,0.37197,0.2988
0.35245,0.42041,0.22714
0.35807,0.32273,0.3192
0.25878,0.27025,0.47097
0.34411,0.33616,0.31972
0.28206,0.3086,0.40934
0.31981,0.32812,0.35207
0.23603,0.3692,0.39477
0.29958,0.30264,0.39778
0.3865,0.20414,0.40936
0.3584,0.37517,0.26643
0.2046,0.32415,0.47125
0.31876,0.2324,0.44884
0.36601,0.26357,0.37042
