0.53233,0.46767
0.4512,0.5488
0.24277,0.75723
0.47357,0.52643
0.3716,0.6284
0.32647,0.67353
0.47093,0.52907
0.37533,0.62467
0.39863,0.60137
0.47206,0.52794
0.48736,0.51264
0.58126,0.41874
0.28335,0.71665
0.44436,0.55564
0.57431,0.42569
0.59637,0.40363
0.35011,0.64989
0.096168,0.90383
0.34525,0.65475
0.36383,0.63617
0.44384,0.55616
0.48698,0.51302
0.53622,0.46378
0.56402,0.43598
0.46288,0.53712
0.3985,0.6015
0.15995,0.84005
0.52896,0.47104
0.63222,0.36778
0.55735,0.44265
0.30546,0.69454
0.55106,0.44894
0.42727,0.57273
0.49039,0.50961
0.45283,0.54717
0.35358,0.64642
0.51566,0.48434
0.46792,0.53208
0.49455,0.50545
0.41231,0.58769
0.5789,0.4211
0.61833,0.38167
0.44567,0.55433
0.36308,0.63692
0.43318,0.56682
0.40107,0.59893
0.41709,0.58291
0.50858,0.49142
0.5652,0.4348
0.56835,0.43165
0.5601,0.4399
0.48858,0.51142
0.49035,0.50965
0.33678,0.66322
0.4321,0.5679
0.57203,0.42797
0.5711,0.4289
0.50301,0.49699
0.43916,0.56084
0.26686,0.73314
0.61098,0.38902
0.65283,0.34717
0.29439,0.70561
0.42959,0.57041
0.52579,0.47421
0.52141,0.47859
0.54033,0.45967
0.58262,0.41738
0.64223,0.35777
0.51455,0.48545
0.5788,0.4212
0.40601,0.59399
0.22102,0.77898
0.4723,0.5277
0.21568,0.78432
0.33441,0.66559
0.55967,0.44033
0.2556,0.7444
0.51449,0.48551
0.5549,0.4451
0.58021,0.41979
0.54913,0.45087
0.41422,0.58578
0.48433,0.51567
0.5152,0.4848
0.44663,0.55337
0.45312,0.54688
0.34955,0.65045
0.34269,0.65731
0.50177,0.49823
0.41182,0.58818
0.51164,0.48836
0.48491,0.51509
0.54195,0.45805
0.51422,0.48578
0.61555,0.38445
0.45903,0.54097
0.48444,0.51556
0.50658,0.49342
0.49507,0.50493
0.40362,0.59638
0.24841,0.75159
0.54734,0.45266
0.44354,0.55646
0.45574,0.54426
0.25235,0.74765
0.41184,0.58816
0.45043,0.54957
0.3515,0.6485
0.53054,0.46946
0.49425,0.50575
0.43219,0.56781
0.54488,0.45512
0.61583,0.38417
0.5456,0.4544
0.51176,0.48824
0.603,0.397
0.53679,0.46321
0.60122,0.39878
0.43349,0.56651
0.43683,0.56317
0.55501,0.44499
0.35848,0.64152
0.34165,0.65835
0.29956,0.70044
0.62422,0.37578
0.42126,0.57874
0.51251,0.48749
0.2946,0.7054
0.30299,0.69701
0.59779,0.40221
0.57643,0.42357
0.48547,0.51453
0.39844,0.60156
0.35813,0.64187
0.48109,0.51891
0.57089,0.42911
0.58914,0.41086
0.61256,0.38744
0.469,0.531
0.5676,0.4324
0.41264,0.58736
0.4706,0.5294
0.34014,0.65986
0.34216,0.65784
0.54927,0.45073
0.5056,0.4944
0.45023,0.54977
0.42705,0.57295
0.52431,0.47569
0.22225,0.77775
0.45505,0.54495
0.60458,0.39542
0.43958,0.56042
