0.99855,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142
0.00022488,0.24964,0.23393,0.00022488,0.00022488,0.00022488,0.00022488,0.28419,0.23111
0.36288,0.3256,0.000249,0.000249,0.000249,0.000249,0.000249,0.000249,0.31002
0.00020291,0.22671,0.24036,0.24733,0.00020291,0.00020291,0.28459,0.00020291,0.00020291
0.00020282,0.1914,0.18948,0.19699,0.00020282,0.00020282,0.19342,0.2279,0.00020282
0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.99855,0.00018142,0.00018142,0.00018142
0.00027025,0.25131,0.00027025,0.00027025,0.00027025,0.3953,0.35177,0.00027025,0.00027025
0.1881,0.14897,0.14521,0.1731,0.0001687,0.0001687,0.19872,0.1454,0.0001687
0.12401,0.15368,0.15634,0.13156,0.00016834,0.12688,0.16688,0.14031,0.00016834
0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.99855,0.00018142
0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.99855,0.00018142
0.19864,0.18428,0.15765,0.00018641,0.00018641,0.00018641,0.20949,0.2492,0.00018641
0.54367,0.45397,0.00033695,0.00033695,0.00033695,0.00033695,0.00033695,0.00033695,0.00033695
0.28466,0.24566,0.22107,0.00021189,0.00021189,0.00021189,0.24755,0.00021189,0.00021189
0.00022328,0.24881,0.22729,0.00022328,0.00022328,0.25415,0.26863,0.00022328,0.00022328
0.00020397,0.22479,0.24074,0.00020397,0.2538,0.00020397,0.00020397,0.27966,0.00020397
0.00024245,0.3217,0.34996,0.00024245,0.00024245,0.00024245,0.32688,0.00024245,0.00024245
0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.99855,0.00018142
0.00022986,0.2692,0.00022986,0.00022986,0.00022986,0.00022986,0.00022986,0.3751,0.35431
0.00018273,0.18434,0.15237,0.17085,0.00018273,0.15376,0.18576,0.15237,0.00018273
0.154,0.11114,0.11679,0.14018,0.1449,0.00015509,0.16087,0.1718,0.00015509
0.99855,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142
0.00021681,0.22058,0.00021681,0.22272,0.00021681,0.00021681,0.27345,0.28216,0.00021681
0.00033553,0.45784,0.00033553,0.00033553,0.00033553,0.53981,0.00033553,0.00033553,0.00033553
0.00026179,0.33492,0.00026179,0.00026179,0.00026179,0.31684,0.34667,0.00026179,0.00026179
0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.99855,0.00018142
0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.99855,0.00018142
0.00023291,0.25199,0.00023291,0.32555,0.00023291,0.00023291,0.42106,0.00023291,0.00023291
0.00018955,0.19641,0.19535,0.00018955,0.00018955,0.00018955,0.21231,0.23421,0.16096
0.00021248,0.22487,0.00021248,0.00021248,0.229,0.00021248,0.26433,0.28074,0.00021248
0.99855,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142
0.14236,0.13234,0.13938,0.17157,0.00016984,0.00016984,0.21486,0.19898,0.00016984
0.00018403,0.16076,0.00018403,0.15873,0.15247,0.15288,0.18566,0.18895,0.00018403
0.00034134,0.00034134,0.00034134,0.00034134,0.47899,0.51862,0.00034134,0.00034134,0.00034134
0.00022827,0.29487,0.00022827,0.00022827,0.70354,0.00022827,0.00022827,0.00022827,0.00022827
0.22634,0.2212,0.00021971,0.00021971,0.00021971,0.00021971,0.25242,0.29894,0.00021971
0.00024419,0.30839,0.32834,0.00024419,0.36181,0.00024419,0.00024419,0.00024419,0.00024419
0.99855,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142,0.00018142
0.20405,0.17992,0.00018729,0.20808,0.1643,0.00018729,0.2429,0.00018729,0.00018729
0.0002445,0.30921,0.32319,0.0002445,0.0002445,0.0002445,0.0002445,0.36613,0.0002445
