0.20686,0.3259,0.22805,0.2392
0.17533,0.276,0.29133,0.25734
0.28704,0.24498,0.26308,0.20491
0.21374,0.24367,0.29323,0.24937
0.23223,0.23883,0.2674,0.26154
0.25324,0.169,0.2844,0.29337
0.28147,0.216,0.28264,0.21989
0.22618,0.27087,0.23789,0.26506
0.2495,0.22694,0.27215,0.2514
0.24652,0.2525,0.2058,0.29518
0.25738,0.18739,0.28459,0.27064
0.24314,0.27983,0.23061,0.24642
0.27405,0.26279,0.22372,0.23944
0.25243,0.2489,0.263,0.23567
0.22439,0.20304,0.28499,0.28759
0.26308,0.20799,0.27387,0.25506
0.2571,0.2976,0.20141,0.24389
0.24787,0.21835,0.27878,0.255
0.24949,0.26489,0.24751,0.23811
0.23291,0.25019,0.26385,0.25306
0.24273,0.20537,0.28987,0.26203
0.21455,0.23068,0.27386,0.28091
0.26187,0.23241,0.24723,0.25849
0.23406,0.26201,0.26201,0.24192
0.2541,0.24731,0.24448,0.2541
0.2818,0.26849,0.21992,0.22978
0.24144,0.24857,0.25951,0.25048
0.24763,0.26917,0.2319,0.25131
0.2418,0.25116,0.2582,0.24884
0.24566,0.27749,0.25216,0.22469
0.3083,0.21306,0.23515,0.2435
0.22211,0.25118,0.23674,0.28998
0.26646,0.23194,0.2086,0.293
0.22395,0.27391,0.3107,0.19144
0.29225,0.23753,0.2273,0.24292
0.25381,0.25381,0.25784,0.23453
0.27177,0.24274,0.26302,0.22247
0.26167,0.26121,0.25766,0.21945
0.097605,0.32036,0.28563,0.29641
0.21978,0.22208,0.28226,0.27587
0.2384,0.24324,0.25148,0.26689
0.26047,0.24436,0.24866,0.24651
0.2382,0.23504,0.26022,0.26654
0.26415,0.21681,0.25826,0.26078
0.20304,0.27415,0.26089,0.26191
0.27015,0.29388,0.20964,0.22632
0.27341,0.22753,0.25135,0.24771
0.29583,0.17719,0.29121,0.23576
0.26801,0.26353,0.24473,0.22373
0.2158,0.21133,0.30839,0.26447
0.28041,0.24686,0.23285,0.23988
0.26942,0.23773,0.23057,0.26228
0.27424,0.2825,0.23025,0.213
0.27601,0.28361,0.22723,0.21315
0.29166,0.17524,0.27177,0.26133
0.19647,0.26585,0.27183,0.26585
0.24748,0.25526,0.23889,0.25838
0.24544,0.25079,0.24939,0.25438
0.24426,0.27621,0.24426,0.23526
0.2911,0.23922,0.23484,0.23484
0.27443,0.24156,0.26434,0.21968
0.25719,0.2534,0.25935,0.23006
0.26271,0.23358,0.24578,0.25793
0.24844,0.24501,0.25256,0.25398
0.25938,0.20944,0.26376,0.26742
0.27197,0.24126,0.25195,0.23482
0.22583,0.26069,0.23815,0.27534
0.28231,0.22201,0.26293,0.23276
0.25403,0.24539,0.27828,0.22231
0.26033,0.21081,0.24318,0.28568
0.25027,0.28999,0.24266,0.21708
0.25178,0.26155,0.25799,0.22868
0.28028,0.28028,0.2206,0.21883
0.30663,0.167,0.27548,0.25089
0.28054,0.26162,0.24569,0.21216
0.17289,0.25402,0.29967,0.27343
0.22389,0.24151,0.27281,0.26178
0.24956,0.25447,0.27128,0.2247
0.24641,0.24042,0.27723,0.23593
0.25184,0.27662,0.25184,0.21971
0.29171,0.20937,0.25956,0.23935
0.24697,0.2625,0.24873,0.2418
0.20156,0.30455,0.28493,0.20896
0.31082,0.25993,0.24739,0.18186
0.24081,0.2744,0.22761,0.25718
0.25788,0.29294,0.24373,0.20545
0.26646,0.24745,0.25851,0.22758
0.26874,0.29586,0.2345,0.2009
0.25813,0.23988,0.23576,0.26623
0.21959,0.28888,0.22544,0.26609
0.23495,0.23246,0.26629,0.26629
0.20807,0.23985,0.28404,0.26804
0.19996,0.26823,0.27728,0.25454
0.30655,0.28934,0.31086,0.093249
0.23537,0.26734,0.24578,0.25151
0.24144,0.23749,0.26054,0.26054
0.26099,0.22511,0.26726,0.24664
0.25241,0.23637,0.25668,0.25454
0.26278,0.26587,0.24264,0.22871
0.26768,0.25058,0.24919,0.23254
0.2871,0.27496,0.1967,0.24124
0.26297,0.2172,0.26726,0.25256
0.21794,0.21513,0.27617,0.29076
0.23964,0.26908,0.25317,0.23812
0.26316,0.22034,0.26238,0.25412
0.28992,0.21024,0.26663,0.23322
0.28942,0.23084,0.2433,0.23644
0.27455,0.29004,0.26485,0.17056
0.24505,0.20521,0.27577,0.27397
0.25949,0.25851,0.27111,0.21089
0.24837,0.22386,0.25457,0.27319
0.25313,0.26568,0.25093,0.23026
0.23918,0.25294,0.27302,0.23486
0.26658,0.22364,0.26788,0.2419
0.27955,0.22788,0.25293,0.23964
0.31934,0.23388,0.2416,0.20518
0.24026,0.23248,0.26796,0.25929
0.2205,0.26187,0.254,0.26363
0.23386,0.32351,0.23078,0.21185
0.25173,0.22661,0.24191,0.27974
0.24523,0.2834,0.23411,0.23726
0.25643,0.28057,0.24483,0.21817
0.28827,0.26447,0.22489,0.22237
0.25038,0.24131,0.28032,0.22799
0.27466,0.22965,0.2533,0.24239
0.26292,0.24412,0.25236,0.2406
0.25266,0.24946,0.20709,0.2908
0.21948,0.2835,0.25649,0.24052
0.25798,0.21263,0.27054,0.25885
0.22542,0.28585,0.24801,0.24072
0.24041,0.21155,0.28414,0.2639
0.22791,0.29483,0.23863,0.23863
0.24275,0.23906,0.26053,0.25766
0.24632,0.26696,0.24925,0.23747
0.26941,0.2871,0.23228,0.21121
0.29166,0.18285,0.28932,0.23616
0.25144,0.2705,0.23903,0.23903
0.26471,0.26313,0.23668,0.23548
0.27651,0.23527,0.24508,0.24314
0.26289,0.24386,0.24606,0.24719
0.30211,0.24344,0.21719,0.23726
0.31008,0.2423,0.22574,0.22188
0.27046,0.18312,0.27458,0.27185
0.24046,0.26226,0.24046,0.25682
0.2625,0.20385,0.25221,0.28144
0.2644,0.22676,0.25684,0.25201
0.25542,0.22771,0.25782,0.25906
0.25454,0.21713,0.28017,0.24816
0.23231,0.23575,0.26597,0.26597
0.25815,0.22359,0.26011,0.25815
0.24608,0.2504,0.25418,0.24934
0.28791,0.21743,0.27211,0.22254
0.25376,0.28235,0.24824,0.21565
0.24383,0.28811,0.254,0.21406
0.26745,0.25703,0.24976,0.22576
0.2333,0.28062,0.26293,0.22315
0.30159,0.20378,0.27251,0.22212
0.2331,0.21799,0.27679,0.27212
0.26031,0.20142,0.27894,0.25932
0.22973,0.29297,0.25546,0.22183
0.26281,0.25202,0.23316,0.25202
0.25002,0.25881,0.25251,0.23865
0.23409,0.26515,0.2699,0.23086
0.26616,0.23007,0.26719,0.23659
0.25767,0.22696,0.27178,0.24359
0.27914,0.27114,0.21506,0.23466
0.25585,0.29693,0.23026,0.21696
0.28608,0.28408,0.22795,0.20189
0.26665,0.23302,0.25975,0.24059
0.296,0.23754,0.26037,0.20609
0.28601,0.26295,0.2442,0.20684
0.27427,0.28773,0.22236,0.21565
0.24377,0.24285,0.25116,0.26222
0.26994,0.27174,0.23321,0.22512
0.22382,0.26968,0.24856,0.25794
0.28994,0.26163,0.21624,0.23219
0.24799,0.29086,0.24314,0.218
0.22678,0.22227,0.27324,0.27771
0.25002,0.23671,0.2756,0.23767
0.26449,0.2534,0.25744,0.22467
0.2282,0.23913,0.25691,0.27576
0.25448,0.2851,0.24456,0.21586
0.28433,0.26856,0.23746,0.20966
0.23558,0.24648,0.26404,0.25389
0.27357,0.25048,0.26831,0.20765
0.26416,0.27064,0.22561,0.23958
0.28213,0.26831,0.22762,0.22194
0.30177,0.27645,0.23091,0.19086
0.29678,0.2758,0.2332,0.19423
0.2713,0.20319,0.26999,0.25552
0.29494,0.23201,0.25002,0.22303
0.24202,0.26026,0.23381,0.26391
0.21147,0.22911,0.28097,0.27845
0.25986,0.18545,0.28419,0.2705
0.25233,0.1858,0.25233,0.30954
0.21032,0.29023,0.25448,0.24497
0.25552,0.26163,0.23683,0.24602
0.2591,0.27635,0.2291,0.23545
0.29421,0.19278,0.26257,0.25044
0.20603,0.29047,0.23489,0.2686
0.24589,0.32733,0.23614,0.19064
0.21792,0.25259,0.26531,0.26417
0.22483,0.27813,0.23904,0.258
0.31307,0.18511,0.29495,0.20687
0.21652,0.20636,0.28032,0.2968
0.24736,0.17582,0.28179,0.29503
0.26166,0.20696,0.26367,0.26771
0.24878,0.26585,0.25278,0.23259
0.24627,0.22115,0.26829,0.26429
0.25214,0.2282,0.26443,0.25522
0.29067,0.21749,0.24303,0.24881
0.29427,0.22672,0.25922,0.21979
0.31502,0.24103,0.23212,0.21183
0.24827,0.27326,0.2551,0.22337
0.28544,0.24408,0.24218,0.2283
0.20864,0.33697,0.23614,0.21825
0.25252,0.27189,0.2316,0.24399
0.24825,0.29249,0.23563,0.22363
0.23546,0.24416,0.26814,0.25224
0.25182,0.26728,0.25386,0.22704
0.27057,0.25472,0.24316,0.23155
0.28384,0.30193,0.18772,0.22651
0.24539,0.31533,0.21781,0.22146
0.27653,0.24895,0.24343,0.23109
0.25047,0.29245,0.23493,0.22215
0.30195,0.19897,0.27708,0.222
0.25762,0.16711,0.28482,0.29045
0.30907,0.24928,0.2318,0.20985
0.26739,0.23002,0.24036,0.26223
0.25773,0.2699,0.25333,0.21903
0.25469,0.27459,0.24077,0.22994
0.22788,0.25985,0.21293,0.29934
0.27619,0.26,0.20706,0.25675
0.24659,0.28868,0.2377,0.22703
0.19697,0.30103,0.22989,0.27212
0.24264,0.28638,0.25793,0.21305
0.27976,0.24578,0.21513,0.25934
0.26069,0.26069,0.25442,0.22421
0.32503,0.067391,0.32066,0.28692
0.22641,0.23517,0.26823,0.27019
0.30448,0.18866,0.2543,0.25256
0.27127,0.28273,0.24261,0.2034
0.24081,0.24817,0.27292,0.2381
0.19453,0.256,0.26044,0.28904
0.23239,0.27182,0.23922,0.25657
0.29808,0.15975,0.2792,0.26297
0.23349,0.30986,0.21807,0.23858
0.22953,0.26303,0.25629,0.25115
0.23117,0.22093,0.2727,0.27521
0.24127,0.19012,0.28908,0.27952
0.27589,0.25284,0.25024,0.22103
0.26944,0.23454,0.26147,0.23454
0.24795,0.27718,0.2507,0.22417
0.25895,0.28123,0.24352,0.2163
0.25295,0.26541,0.24225,0.23939
0.23292,0.21731,0.28952,0.26025
0.27134,0.2416,0.23731,0.24975
0.21099,0.35356,0.20566,0.22979
0.27703,0.24906,0.25326,0.22065
0.22877,0.32282,0.21964,0.22877
0.23113,0.25954,0.25827,0.25107
0.22987,0.21848,0.28972,0.26193
0.25212,0.25986,0.23033,0.25769
0.2358,0.19933,0.28549,0.27939
0.25667,0.22636,0.26756,0.24941
0.23562,0.23203,0.2617,0.27065
0.24035,0.28673,0.22053,0.25239
0.23538,0.29382,0.25261,0.21818
0.28025,0.23483,0.23295,0.25196
0.25544,0.25469,0.24218,0.24769
0.20619,0.2482,0.2482,0.29741
0.28064,0.17914,0.23706,0.30316
0.28991,0.25539,0.24659,0.20811
0.2691,0.23214,0.242,0.25675
0.30365,0.19979,0.25389,0.24267
0.27411,0.2706,0.2254,0.22989
0.24583,0.24069,0.24905,0.26444
0.17535,0.24474,0.34312,0.2368
0.24911,0.2364,0.26792,0.24657
0.22508,0.32705,0.2168,0.23107
0.28044,0.2155,0.24696,0.2571
0.24667,0.23803,0.25654,0.25876
0.23949,0.23949,0.26882,0.25219
0.25797,0.19759,0.27017,0.27427
0.21235,0.28183,0.26299,0.24284
0.24626,0.20727,0.2726,0.27387
0.29413,0.22979,0.25598,0.2201
0.23229,0.2218,0.26182,0.28409
0.23792,0.25191,0.24047,0.26969
0.26914,0.27602,0.24575,0.20909
0.25218,0.16525,0.29467,0.2879
0.23603,0.25217,0.26957,0.24223
0.29276,0.24937,0.25449,0.20338
0.23526,0.24229,0.27113,0.25132
0.20695,0.22197,0.28436,0.28672
0.2516,0.18344,0.2761,0.28885
0.25972,0.2822,0.22428,0.23379
0.24273,0.23119,0.28073,0.24535
0.22083,0.26961,0.24778,0.26178
0.28178,0.18792,0.30774,0.22256
0.27638,0.25789,0.2361,0.22963
