0.095434,0.14938,0.36515,0.16182,0.12448,0.10374
0.09504,0.17355,0.34711,0.16116,0.11983,0.10331
0.09274,0.14113,0.33065,0.17339,0.14516,0.11693
0.090549,0.14961,0.32677,0.17716,0.13386,0.12205
0.11765,0.15546,0.2353,0.18067,0.15966,0.15126
0.10744,0.17355,0.24381,0.19422,0.14463,0.13636
0.089842,0.19532,0.26562,0.16406,0.16016,0.125
0.15217,0.17392,0.23478,0.16956,0.12609,0.14348
0.098215,0.12946,0.14732,0.11607,0.20982,0.29911
0.089842,0.125,0.16016,0.14062,0.26172,0.22266
0.090195,0.11764,0.11764,0.12549,0.27059,0.27843
0.089842,0.13282,0.11328,0.125,0.26562,0.27344
0.28495,0.13441,0.18817,0.13441,0.12365,0.13441
0.355,0.13,0.16,0.115,0.13,0.11
0.38614,0.11882,0.12376,0.11386,0.11386,0.14356
0.39131,0.12077,0.12077,0.11111,0.11111,0.14492
0.14118,0.18235,0.21765,0.17646,0.14706,0.13529
0.13228,0.15872,0.22752,0.20635,0.14815,0.12699
0.115,0.185,0.24,0.215,0.125,0.12
0.1036,0.18018,0.27027,0.21621,0.12162,0.10811
0.098711,0.19743,0.28755,0.19313,0.12446,0.098711
0.11167,0.1066,0.11167,0.12183,0.15228,0.39594
0.095477,0.11055,0.11558,0.12061,0.15578,0.40201
0.090494,0.095025,0.12217,0.1086,0.20815,0.37556
0.084821,0.10268,0.098215,0.098215,0.25,0.36607
0.16092,0.15518,0.23563,0.21264,0.12069,0.11494
0.10107,0.27127,0.17022,0.2234,0.12766,0.10638
0.10216,0.23656,0.17742,0.23656,0.12366,0.12366
0.088375,0.27907,0.1814,0.2186,0.11628,0.11628
0.088889,0.26667,0.16,0.26667,0.11111,0.10666
0.085308,0.2891,0.15166,0.25118,0.10901,0.11374
0.078602,0.28384,0.17031,0.25764,0.10917,0.10044
0.085368,0.25203,0.18293,0.27236,0.093497,0.11382
0.097942,0.18041,0.19587,0.25773,0.14948,0.11856
0.11291,0.17205,0.19355,0.26344,0.11828,0.13978
0.12707,0.17127,0.1547,0.27071,0.13812,0.13812
0.10638,0.21276,0.17021,0.25532,0.13298,0.12234
0.43529,0.11177,0.10588,0.10588,0.10588,0.1353
0.46667,0.11111,0.1,0.1,0.1,0.12222
0.47027,0.097298,0.10811,0.10811,0.097298,0.11892
0.46841,0.094736,0.094736,0.1,0.1,0.1421
0.14865,0.1892,0.17567,0.21622,0.13513,0.13513
0.11696,0.15789,0.22807,0.22222,0.14035,0.13451
0.11047,0.19767,0.22674,0.22674,0.11628,0.12209
0.10112,0.19662,0.23034,0.23034,0.12922,0.11236
0.096775,0.19893,0.23656,0.23656,0.11828,0.11291
0.10869,0.097826,0.11413,0.125,0.16848,0.38587
0.11828,0.096774,0.10215,0.13441,0.13441,0.41398
0.11856,0.10309,0.10825,0.12371,0.13917,0.40722
0.12371,0.097941,0.10825,0.11856,0.15464,0.3969
0.12162,0.13513,0.31081,0.15541,0.14189,0.13513
0.10909,0.1697,0.29091,0.18788,0.12121,0.12121
0.1017,0.15254,0.29943,0.19774,0.14124,0.10735
0.10327,0.17934,0.28804,0.19565,0.125,0.10869
0.097439,0.17436,0.25641,0.2359,0.13333,0.10256
0.11282,0.18461,0.2359,0.24102,0.10769,0.11795
0.086538,0.24039,0.22116,0.23077,0.11538,0.10577
0.087378,0.19903,0.27184,0.21845,0.12136,0.10194
0.1092,0.12643,0.15517,0.13793,0.2069,0.26437
0.13208,0.13836,0.15723,0.18868,0.1761,0.20754
0.10286,0.13714,0.14286,0.21143,0.2,0.20571
0.11236,0.11798,0.15731,0.17978,0.21348,0.2191
0.3497,0.1227,0.12884,0.1227,0.1227,0.15337
0.38181,0.11515,0.11515,0.11515,0.12121,0.15151
0.41666,0.10714,0.1131,0.1131,0.1131,0.1369
0.4375,0.10227,0.10796,0.10796,0.10227,0.14204
0.27068,0.13534,0.15037,0.1579,0.13534,0.15037
0.23134,0.13433,0.17164,0.16417,0.15672,0.1418
0.20438,0.14598,0.21898,0.15329,0.13869,0.13869
0.16447,0.125,0.25,0.17105,0.15132,0.13816
0.15286,0.12102,0.26115,0.17197,0.1656,0.12739
0.12963,0.11111,0.12963,0.11729,0.16666,0.34567
0.15568,0.11378,0.10778,0.10778,0.16767,0.3473
0.19231,0.10989,0.098902,0.11539,0.14285,0.34066
0.13559,0.1017,0.1017,0.10735,0.16384,0.38983
0.092783,0.14948,0.34021,0.15979,0.14948,0.10825
0.09375,0.16667,0.35417,0.14062,0.14062,0.10417
0.086538,0.16826,0.37019,0.13942,0.13462,0.10096
0.083333,0.26852,0.31018,0.13426,0.10648,0.097225
0.34756,0.11586,0.13414,0.14024,0.11586,0.14634
0.3136,0.11243,0.16569,0.15384,0.11243,0.14201
0.15882,0.19411,0.14706,0.2,0.1353,0.16471
0.092236,0.28155,0.17961,0.23786,0.097086,0.11165
0.11494,0.20114,0.17242,0.22414,0.14368,0.14368
